"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","guardian.mat","traveltime.mat","studytime.mat","failures.mat","schoolsup.mat","famsup.mat","paid.mat","activities.mat","higher.mat","romantic.mat","famrel.mat","freetime.mat","goout.mat","Dalc.mat","Walc.mat","health.mat","absences.mat","G1.mat","G2.mat","G3.mat","guardian.por","traveltime.por","studytime.por","failures.por","schoolsup.por","famsup.por","paid.por","activities.por","higher.por","romantic.por","famrel.por","freetime.por","goout.por","Dalc.por","Walc.por","health.por","absences.por","G1.por","G2.por","G3.por","predicciones","Peso","Peso_por","ID","G3.por_pred","diferencia_por","G3.mat_pred","diferencia_mat"
"GP","F",18,"U","GT3","T",2,2,"at_home","services","home","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","yes",4,3,3,1,1,3,0,9,10,0,"mother",1,3,0,"no","yes","no","yes","yes","yes",4,3,3,1,1,3,0,11,12,13,11.4658409383111,1,1,157,12.262016701532,0.737983298467991,9.60105080185389,-9.60105080185389
"GP","F",18,"U","GT3","T",2,3,"at_home","other","course","yes","yes","mother",1,3,0,"no","yes","no","no","yes","no",4,3,3,1,2,3,4,11,10,10,"mother",1,3,0,"no","yes","no","no","yes","no",4,3,3,1,2,3,0,11,12,14,11.4658409383111,1,1,158,12.262016701532,1.73798329846799,9.60105080185389,0.398949198146115
"GP","F",18,"U","GT3","T",2,3,"other","services","reputation","yes","yes","father",1,4,0,"no","yes","yes","yes","yes","yes",4,5,5,1,3,2,4,15,14,14,"father",1,4,0,"no","yes","no","yes","yes","yes",4,5,5,1,3,2,10,16,16,16,16.1840616626071,1,1,159,16.5217802186649,-0.521780218664887,14.0186771796748,-0.0186771796747731
"GP","F",18,"U","GT3","T",3,2,"other","services","other","yes","yes","mother",1,3,0,"no","no","no","no","yes","yes",5,4,3,2,3,1,7,13,13,14,"mother",1,3,0,"no","no","no","no","yes","yes",5,4,3,2,3,1,4,14,16,17,14.2967733728887,1,1,160,16.5217802186649,0.478219781335113,12.9142705852196,1.08572941478045
"GP","F",18,"U","GT3","T",3,3,"services","services","home","yes","yes","mother",1,2,0,"no","no","no","yes","yes","no",5,3,4,1,1,4,0,7,0,0,"mother",1,2,0,"no","no","no","yes","yes","no",5,3,4,1,1,4,8,10,11,12,10.5221967934519,1,1,161,11.1970758222488,0.80292417775121,0,0
"GP","F",18,"U","GT3","T",4,3,"other","other","course","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","yes",4,3,4,1,1,5,9,9,10,9,"mother",1,3,0,"no","yes","no","yes","yes","yes",4,3,4,1,1,5,2,14,15,17,14.2967733728887,1,1,162,15.4568393393817,1.54316066061833,9.60105080185389,-0.601050801853885
"GP","F",18,"U","GT3","T",4,3,"other","other","reputation","yes","yes","father",1,4,0,"no","yes","yes","no","yes","no",4,3,3,1,1,3,0,14,13,14,"father",1,4,0,"no","yes","no","no","yes","no",4,3,3,1,1,3,0,16,17,17,16.1840616626071,1,1,163,17.5867210979481,-0.586721097948107,12.9142705852196,1.08572941478045
"GP","F",18,"U","GT3","T",4,3,"services","other","home","yes","yes","father",1,2,0,"no","yes","yes","no","yes","yes",3,1,2,1,3,2,21,17,18,18,"father",1,2,0,"no","yes","no","no","yes","yes",3,1,2,1,3,2,2,15,15,15,15.2404175177479,1,1,164,15.4568393393817,-0.456839339381668,18.4363035574957,-0.436303557495659
"GP","F",18,"U","GT3","T",4,4,"health","health","reputation","yes","yes","father",1,2,1,"yes","yes","no","yes","yes","yes",2,4,4,1,1,4,15,9,8,8,"father",1,2,1,"yes","yes","no","yes","yes","yes",2,4,4,1,1,4,2,14,12,13,14.2967733728887,1,1,165,12.262016701532,0.737983298467991,7.39223761294344,0.607762387056559
"GP","F",18,"U","GT3","T",4,4,"teacher","other","course","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,4,4,3,3,5,2,11,11,11,"mother",1,2,0,"no","yes","no","no","yes","no",4,4,4,3,3,5,0,12,11,13,12.4094850831703,1,1,166,11.1970758222488,1.80292417775121,10.7054573963091,0.294542603690893
"GP","F",18,"U","LE3","A",4,4,"health","other","home","yes","yes","mother",1,2,0,"no","yes","no","no","yes","yes",4,2,4,1,1,4,14,12,10,11,"mother",1,2,0,"no","yes","yes","no","yes","yes",4,2,4,1,1,4,0,14,15,15,14.2967733728887,1,1,167,15.4568393393817,-0.456839339381668,9.60105080185389,1.39894919814611
"GP","F",18,"U","LE3","T",1,1,"other","other","home","no","no","mother",2,2,0,"no","yes","yes","no","yes","no",4,4,3,1,1,3,2,11,11,11,"mother",2,2,0,"no","yes","no","no","yes","no",4,4,3,1,1,3,2,13,13,13,13.3531292280295,1,1,168,13.3269575808152,-0.326957580815229,10.7054573963091,0.294542603690893
"GP","F",18,"U","LE3","T",2,2,"other","other","home","no","yes","other",1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,1,2,0,8,8,0,"other",1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,1,2,0,10,9,12,10.5221967934519,1,1,169,9.06719406368235,2.93280593631765,7.39223761294344,-7.39223761294344
"GP","F",18,"U","LE3","T",3,3,"services","services","home","yes","yes","mother",1,4,0,"no","yes","no","no","yes","no",5,3,3,1,1,1,7,16,15,17,"mother",1,4,0,"no","yes","no","no","yes","no",5,3,3,1,1,1,4,14,14,15,14.2967733728887,1,1,170,14.3918984600984,0.608101539901552,15.12308377413,1.87691622587
"GP","F",18,"U","LE3","T",4,3,"other","other","home","yes","yes","other",2,2,0,"no","yes","yes","no","yes","yes",4,4,5,1,2,2,10,10,8,8,"other",2,2,0,"no","yes","no","no","yes","yes",4,4,5,1,2,2,0,13,14,14,13.3531292280295,1,1,171,14.3918984600984,-0.391898460098448,7.39223761294344,0.607762387056559
"GP","F",19,"U","GT3","T",0,1,"at_home","other","course","no","no","other",1,2,3,"no","yes","no","no","no","no",3,4,2,1,1,5,2,7,8,9,"other",1,2,2,"no","yes","no","no","no","no",3,4,2,1,1,5,0,9,10,11,9.57855264859274,1,1,172,10.1321349429656,0.867865057034429,7.39223761294344,1.60776238705656
"GP","F",19,"U","GT3","T",3,3,"other","other","reputation","yes","yes","other",1,4,0,"no","yes","yes","yes","yes","no",4,3,3,1,2,3,10,8,8,8,"other",1,4,0,"no","yes","no","yes","yes","no",4,3,3,1,2,3,4,12,12,12,12.4094850831703,1,1,173,12.262016701532,-0.262016701532009,7.39223761294344,0.607762387056559
"GP","F",19,"U","GT3","T",3,3,"other","services","home","yes","yes","other",1,2,2,"no","yes","yes","yes","yes","no",4,3,5,3,3,5,15,9,9,9,"other",1,2,0,"no","yes","no","yes","yes","no",4,3,5,3,3,5,16,11,12,12,11.4658409383111,1,1,174,12.262016701532,-0.262016701532009,8.49664420739866,0.503355792601337
"GP","F",19,"U","GT3","T",4,4,"health","other","reputation","yes","yes","other",2,2,0,"no","yes","yes","yes","yes","no",2,3,4,2,3,2,0,10,9,0,"other",2,2,0,"no","yes","no","yes","yes","no",2,3,4,2,3,2,2,14,13,13,14.2967733728887,1,1,175,13.3269575808152,-0.326957580815229,8.49664420739866,-8.49664420739866
"GP","M",15,"R","GT3","T",2,1,"health","services","reputation","yes","yes","mother",1,2,0,"no","no","no","yes","yes","yes",5,4,2,1,1,5,8,9,9,9,"mother",1,2,0,"no","no","no","yes","yes","yes",5,4,2,1,1,5,4,10,9,10,10.5221967934519,1,1,176,9.06719406368235,0.932805936317649,8.49664420739866,0.503355792601337
"GP","M",15,"R","GT3","T",2,3,"at_home","services","course","yes","no","mother",1,2,0,"yes","no","yes","yes","yes","no",4,4,4,1,1,1,2,11,8,8,"mother",1,2,0,"yes","no","yes","yes","yes","no",4,4,4,1,1,1,0,7,8,8,7.69126435887436,1,1,177,8.00225318439913,-0.00225318439913202,7.39223761294344,0.607762387056559
"GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","yes","no","mother",4,2,0,"no","yes","no","no","yes","yes",5,3,3,1,1,5,0,9,0,0,"mother",4,2,0,"no","yes","no","no","yes","yes",5,3,3,1,1,5,2,12,11,11,12.4094850831703,1,1,178,11.1970758222488,-0.19707582224879,0,0
"GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","yes","yes","mother",1,2,0,"no","yes","no","yes","yes","yes",4,5,2,1,1,5,0,17,16,16,"mother",1,2,0,"no","yes","no","yes","yes","yes",4,5,2,1,1,5,0,13,14,15,13.3531292280295,1,1,179,14.3918984600984,0.608101539901552,16.2274903685852,-0.227490368585215
"GP","M",15,"R","GT3","T",4,4,"other","other","home","yes","yes","father",4,4,0,"no","yes","yes","yes","yes","yes",1,3,5,3,5,1,6,10,13,13,"father",4,4,0,"no","yes","no","yes","yes","yes",1,3,5,3,5,1,8,12,10,11,12.4094850831703,1,1,180,10.1321349429656,0.867865057034429,12.9142705852196,0.0857294147804488
"GP","M",15,"U","GT3","A",2,2,"other","other","home","yes","yes","other",1,3,0,"no","yes","no","no","yes","yes",4,5,2,1,1,3,0,14,16,16,"other",1,3,0,"no","yes","no","no","yes","yes",4,5,2,1,1,3,0,14,14,15,14.2967733728887,1,1,181,14.3918984600984,0.608101539901552,16.2274903685852,-0.227490368585215
"GP","M",15,"U","GT3","A",3,4,"services","other","course","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",5,4,4,1,1,1,0,16,18,18,"mother",1,2,0,"no","yes","no","yes","yes","no",5,4,4,1,1,1,0,16,16,16,16.1840616626071,1,1,182,16.5217802186649,-0.521780218664887,18.4363035574957,-0.436303557495659
"GP","M",15,"U","GT3","A",4,4,"other","services","reputation","no","yes","mother",1,4,0,"no","yes","no","yes","yes","yes",1,3,3,5,5,3,4,13,13,12,"mother",1,4,0,"no","yes","no","yes","yes","yes",1,3,3,5,5,3,0,11,12,12,11.4658409383111,1,1,183,12.262016701532,-0.262016701532009,12.9142705852196,-0.914270585219551
"GP","M",15,"U","GT3","T",2,2,"other","other","home","yes","yes","mother",1,1,0,"no","yes","yes","no","yes","no",4,2,2,1,2,5,2,12,12,11,"mother",1,1,0,"no","yes","no","no","yes","no",4,2,2,1,2,5,8,11,12,12,11.4658409383111,1,1,184,12.262016701532,-0.262016701532009,11.8098639907643,-0.809863990764329
"GP","M",15,"U","GT3","T",2,2,"services","services","course","yes","yes","father",1,1,0,"yes","yes","no","no","yes","no",5,4,1,1,1,1,0,8,8,11,"father",1,1,0,"yes","yes","no","no","yes","no",5,4,1,1,1,1,0,9,10,10,9.57855264859274,1,1,185,10.1321349429656,-0.132134942965571,7.39223761294344,3.60776238705656
"GP","M",15,"U","GT3","T",2,2,"services","services","home","yes","yes","father",1,4,0,"no","yes","yes","yes","yes","no",5,5,4,1,2,5,6,16,14,15,"father",1,4,0,"no","yes","no","yes","yes","no",5,5,4,1,2,5,6,14,13,13,14.2967733728887,1,1,186,13.3269575808152,-0.326957580815229,14.0186771796748,0.981322820325227
"GP","M",15,"U","GT3","T",2,3,"other","other","home","no","yes","mother",1,3,0,"yes","no","yes","no","yes","no",5,3,2,1,2,5,4,11,10,11,"mother",1,3,0,"yes","no","no","no","yes","no",5,3,2,1,2,5,2,10,9,9,10.5221967934519,1,1,187,9.06719406368235,-0.0671940636823507,9.60105080185389,1.39894919814611
"GP","M",15,"U","GT3","T",2,3,"other","services","course","no","yes","father",1,1,0,"yes","yes","yes","yes","yes","yes",3,2,2,1,3,3,2,10,12,12,"father",1,1,0,"yes","yes","no","yes","yes","yes",3,2,2,1,3,3,0,11,11,12,11.4658409383111,1,1,188,11.1970758222488,0.80292417775121,11.8098639907643,0.190136009235671
"GP","M",15,"U","GT3","T",3,4,"other","other","home","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",5,5,1,1,1,5,0,14,15,15,"mother",1,2,0,"no","yes","no","yes","yes","no",5,5,1,1,1,5,0,12,12,13,12.4094850831703,1,1,189,12.262016701532,0.737983298467991,15.12308377413,-0.123083774129997
"GP","M",15,"U","GT3","T",3,4,"other","other","reputation","yes","yes","father",1,1,0,"no","no","no","no","yes","no",3,4,3,1,2,4,6,14,13,13,"father",1,1,0,"no","no","no","no","yes","no",3,4,3,1,2,4,2,14,13,14,14.2967733728887,1,1,190,13.3269575808152,0.673042419184771,12.9142705852196,0.0857294147804488
"GP","M",15,"U","GT3","T",3,4,"services","services","home","yes","yes","father",1,1,0,"yes","no","no","no","yes","no",5,5,5,3,2,5,0,13,13,12,"father",1,1,0,"yes","no","no","no","yes","no",5,5,5,3,2,5,2,9,9,9,9.57855264859274,1,1,191,9.06719406368235,-0.0671940636823507,12.9142705852196,-0.914270585219551
"GP","M",15,"U","GT3","T",4,0,"teacher","other","course","yes","yes","mother",2,4,0,"no","no","no","yes","yes","no",3,4,3,1,1,1,8,11,11,10,"mother",2,4,0,"no","no","no","yes","yes","no",3,4,3,1,1,1,0,12,11,11,12.4094850831703,1,1,192,11.1970758222488,-0.19707582224879,10.7054573963091,-0.705457396309107
"GP","M",15,"U","GT3","T",4,2,"health","services","other","yes","yes","mother",1,1,0,"no","no","yes","no","yes","no",2,2,4,2,4,1,4,15,16,15,"mother",1,1,0,"no","no","no","no","yes","no",2,2,4,2,4,1,0,11,11,11,11.4658409383111,1,1,193,11.1970758222488,-0.19707582224879,16.2274903685852,-1.22749036858522
"GP","M",15,"U","GT3","T",4,2,"other","other","course","yes","yes","mother",1,4,0,"no","no","no","no","yes","no",3,3,3,1,1,3,0,10,10,10,"mother",1,4,0,"no","no","no","no","yes","no",3,3,3,1,1,3,0,11,9,10,11.4658409383111,1,1,194,9.06719406368235,0.932805936317649,9.60105080185389,0.398949198146115
"GP","M",15,"U","GT3","T",4,2,"teacher","other","home","yes","no","mother",1,2,0,"no","yes","yes","no","yes","no",4,3,3,2,2,5,2,15,15,14,"mother",1,2,0,"no","yes","no","no","yes","no",4,3,3,2,2,5,4,11,12,13,11.4658409383111,1,1,195,12.262016701532,0.737983298467991,15.12308377413,-1.12308377413
"GP","M",15,"U","GT3","T",4,3,"teacher","other","course","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","no",5,4,3,1,2,3,2,10,10,11,"mother",2,2,0,"no","yes","no","no","yes","no",5,4,3,1,2,3,0,12,12,13,12.4094850831703,1,1,196,12.262016701532,0.737983298467991,9.60105080185389,1.39894919814611
"GP","M",15,"U","GT3","T",4,3,"teacher","other","home","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",4,3,3,2,3,5,6,9,9,10,"mother",1,2,0,"no","yes","no","yes","yes","no",4,3,3,2,3,5,0,11,11,11,11.4658409383111,1,1,197,11.1970758222488,-0.19707582224879,8.49664420739866,1.50335579260134
"GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","yes","yes","mother",1,2,0,"no","no","no","no","yes","no",4,4,1,1,1,1,0,13,14,15,"mother",1,2,0,"no","no","no","no","yes","no",4,4,1,1,1,1,0,12,13,14,12.4094850831703,1,1,198,13.3269575808152,0.673042419184771,14.0186771796748,0.981322820325227
"GP","M",15,"U","GT3","T",4,3,"teacher","services","course","yes","yes","father",2,4,0,"yes","yes","no","no","yes","no",2,2,2,1,1,3,0,7,9,0,"father",2,4,0,"yes","yes","no","no","yes","no",2,2,2,1,1,3,6,9,11,11,9.57855264859274,1,1,199,11.1970758222488,-0.19707582224879,8.49664420739866,-8.49664420739866
"GP","M",15,"U","GT3","T",4,4,"health","health","other","yes","yes","father",1,1,0,"no","yes","yes","no","yes","no",5,4,2,1,1,5,0,12,15,15,"father",1,1,0,"no","yes","yes","no","yes","no",5,4,2,1,1,5,0,11,12,12,11.4658409383111,1,1,200,12.262016701532,-0.262016701532009,15.12308377413,-0.123083774129997
"GP","M",15,"U","GT3","T",4,4,"health","services","home","no","yes","mother",1,2,0,"no","yes","yes","no","yes","no",5,4,2,3,4,5,0,9,11,12,"mother",1,2,0,"no","yes","yes","no","yes","no",5,4,2,3,4,5,0,10,11,11,10.5221967934519,1,1,201,11.1970758222488,-0.19707582224879,10.7054573963091,1.29454260369089
"GP","M",15,"U","GT3","T",4,4,"other","teacher","reputation","yes","no","father",2,2,0,"no","yes","no","yes","yes","no",4,4,3,1,1,2,2,11,13,14,"father",2,2,0,"no","yes","no","yes","yes","no",4,4,3,1,1,2,4,16,15,16,16.1840616626071,1,1,202,15.4568393393817,0.543160660618332,12.9142705852196,1.08572941478045
"GP","M",15,"U","GT3","T",4,4,"services","other","course","no","yes","mother",1,1,0,"no","yes","no","yes","yes","no",5,3,3,1,1,5,4,10,13,14,"mother",1,1,0,"no","yes","yes","yes","yes","no",5,3,3,1,1,5,2,12,13,12,12.4094850831703,1,1,203,13.3269575808152,-1.32695758081523,12.9142705852196,1.08572941478045
"GP","M",15,"U","GT3","T",4,4,"services","services","reputation","yes","yes","mother",2,2,0,"no","yes","no","yes","yes","no",4,3,1,1,1,5,0,17,16,17,"mother",2,2,0,"no","yes","no","yes","yes","no",4,3,1,1,1,5,2,15,15,15,15.2404175177479,1,1,204,15.4568393393817,-0.456839339381668,16.2274903685852,0.772509631414785
"GP","M",15,"U","GT3","T",4,4,"services","teacher","course","yes","yes","father",1,2,0,"no","yes","no","yes","yes","no",4,3,3,1,1,5,2,19,18,18,"father",1,2,0,"no","yes","no","yes","yes","no",4,3,3,1,1,5,0,14,15,15,14.2967733728887,1,1,205,15.4568393393817,-0.456839339381668,18.4363035574957,-0.436303557495659
"GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","yes","no","mother",1,2,0,"no","yes","no","yes","yes","no",3,2,2,1,1,5,4,14,15,15,"mother",1,2,0,"no","yes","no","yes","yes","no",3,2,2,1,1,5,8,15,15,16,15.2404175177479,1,1,206,15.4568393393817,0.543160660618332,15.12308377413,-0.123083774129997
"GP","M",15,"U","LE3","A",2,1,"services","other","course","yes","yes","mother",4,1,3,"no","no","no","no","yes","no",4,5,5,2,5,5,0,8,9,10,"mother",4,1,0,"no","no","no","no","yes","no",4,5,5,2,5,5,0,12,11,11,12.4094850831703,1,1,207,11.1970758222488,-0.19707582224879,8.49664420739866,1.50335579260134
"GP","M",15,"U","LE3","A",3,2,"services","other","home","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,2,2,1,1,1,0,16,18,19,"mother",1,2,0,"no","yes","no","no","yes","no",4,2,2,1,1,1,0,15,16,17,15.2404175177479,1,1,208,16.5217802186649,0.478219781335113,18.4363035574957,0.563696442504341
"GP","M",15,"U","LE3","A",4,2,"health","health","other","yes","no","father",2,1,1,"no","no","no","no","yes","no",5,5,5,3,4,5,6,11,11,10,"father",2,1,0,"no","no","no","no","yes","no",5,5,5,3,4,5,4,10,9,9,10.5221967934519,1,1,209,9.06719406368235,-0.0671940636823507,10.7054573963091,-0.705457396309107
"GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","yes","yes","mother",1,1,0,"no","no","no","yes","yes","no",5,5,3,1,1,4,6,18,19,19,"mother",1,1,0,"no","no","no","yes","yes","no",5,5,3,1,1,4,4,13,14,14,13.3531292280295,1,1,210,14.3918984600984,-0.391898460098448,19.5407101519509,-0.540710151950883
"GP","M",15,"U","LE3","T",1,2,"other","at_home","home","yes","yes","father",1,2,0,"yes","yes","no","yes","yes","no",4,3,2,1,1,5,2,9,10,9,"father",1,2,0,"yes","yes","no","yes","yes","no",4,3,2,1,1,5,0,14,13,14,14.2967733728887,1,1,211,13.3269575808152,0.673042419184771,9.60105080185389,-0.601050801853885
"GP","M",15,"U","LE3","T",2,2,"services","health","reputation","yes","yes","mother",1,4,0,"no","yes","no","yes","yes","no",4,3,4,1,1,4,6,11,13,14,"mother",1,4,0,"no","yes","no","yes","yes","no",4,3,4,1,1,4,2,11,12,12,11.4658409383111,1,1,212,12.262016701532,-0.262016701532009,12.9142705852196,1.08572941478045
"GP","M",15,"U","LE3","T",2,2,"services","services","home","yes","yes","mother",2,2,0,"no","no","yes","yes","yes","no",5,3,3,1,3,4,4,15,15,15,"mother",2,2,0,"no","no","yes","yes","yes","no",5,3,3,1,3,4,2,13,12,13,13.3531292280295,1,1,213,12.262016701532,0.737983298467991,15.12308377413,-0.123083774129997
"GP","M",15,"U","LE3","T",3,3,"other","other","course","no","yes","mother",1,2,0,"no","no","no","yes","yes","no",5,3,2,1,1,2,0,8,10,12,"mother",1,2,0,"no","no","no","yes","yes","no",5,3,2,1,1,2,0,13,12,12,13.3531292280295,1,1,214,12.262016701532,-0.262016701532009,9.60105080185389,2.39894919814611
"GP","M",15,"U","LE3","T",4,2,"teacher","other","course","yes","yes","mother",1,1,0,"no","no","no","no","yes","no",3,5,2,1,1,3,10,18,19,19,"mother",1,1,0,"no","no","no","no","yes","no",3,5,2,1,1,3,10,18,17,18,18.0713499523254,1,1,215,17.5867210979481,0.413278902051893,19.5407101519509,-0.540710151950883
"GP","M",15,"U","LE3","T",4,3,"teacher","services","home","yes","yes","mother",1,3,0,"no","yes","no","yes","yes","no",5,4,3,1,1,4,2,15,16,18,"mother",1,3,0,"no","yes","no","yes","yes","no",5,4,3,1,1,4,0,14,14,14,14.2967733728887,1,1,216,14.3918984600984,-0.391898460098448,16.2274903685852,1.77250963141478
"GP","M",15,"U","LE3","T",4,4,"health","services","course","yes","yes","father",1,1,0,"no","yes","yes","yes","yes","no",4,3,3,1,3,5,2,14,14,14,"father",1,1,0,"no","yes","no","yes","yes","no",4,3,3,1,3,5,0,12,13,12,12.4094850831703,1,1,217,13.3269575808152,-1.32695758081523,14.0186771796748,-0.0186771796747731
"GP","M",15,"U","LE3","T",4,4,"teacher","other","home","no","yes","other",1,1,0,"no","yes","no","no","yes","yes",5,4,3,2,4,5,8,12,12,12,"other",1,1,0,"no","yes","no","no","yes","yes",5,4,3,2,4,5,8,10,11,11,10.5221967934519,1,1,218,11.1970758222488,-0.19707582224879,11.8098639907643,0.190136009235671
"GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","yes","yes","mother",2,3,0,"no","yes","no","yes","yes","yes",2,4,3,1,1,5,7,15,16,15,"mother",2,3,0,"no","yes","no","yes","yes","yes",2,4,3,1,1,5,4,13,13,13,13.3531292280295,1,1,219,13.3269575808152,-0.326957580815229,16.2274903685852,-1.22749036858522
"GP","M",16,"R","GT3","T",2,1,"other","other","course","no","no","mother",2,1,0,"no","no","no","yes","yes","no",3,3,2,1,3,3,0,8,9,8,"mother",2,1,0,"no","no","no","yes","yes","no",3,3,2,1,3,3,2,14,13,12,14.2967733728887,1,1,220,13.3269575808152,-1.32695758081523,8.49664420739866,-0.496644207398663
"GP","M",16,"R","GT3","T",2,2,"at_home","other","course","no","no","mother",3,1,0,"no","no","no","no","yes","no",4,2,2,1,2,3,2,17,15,15,"mother",3,1,0,"no","no","no","no","yes","no",4,2,2,1,2,3,4,12,10,11,12.4094850831703,1,1,221,10.1321349429656,0.867865057034429,15.12308377413,-0.123083774129997
"GP","M",16,"R","GT3","T",3,3,"services","services","reputation","yes","yes","mother",1,1,0,"no","yes","no","yes","yes","no",4,3,2,3,4,5,8,8,9,10,"mother",1,1,0,"no","yes","no","yes","yes","no",4,3,2,3,4,5,0,11,10,10,11.4658409383111,1,1,222,10.1321349429656,-0.132134942965571,8.49664420739866,1.50335579260134
"GP","M",16,"R","GT3","T",4,2,"teacher","services","other","yes","yes","mother",1,1,0,"no","yes","no","yes","yes","yes",4,3,3,3,4,3,10,10,8,9,"mother",1,1,0,"no","yes","no","yes","yes","yes",4,3,3,3,4,3,8,10,9,11,10.5221967934519,1,1,223,9.06719406368235,1.93280593631765,7.39223761294344,1.60776238705656
"GP","M",16,"R","GT3","T",4,3,"services","other","reputation","no","yes","mother",2,1,0,"yes","yes","no","yes","yes","no",3,3,3,1,1,4,2,11,15,15,"mother",2,1,0,"yes","yes","yes","yes","yes","no",3,3,3,1,1,4,6,9,11,11,9.57855264859274,1,1,224,11.1970758222488,-0.19707582224879,15.12308377413,-0.123083774129997
"GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","yes","yes","mother",1,1,0,"no","no","yes","yes","yes","no",3,5,5,2,5,4,8,18,18,18,"mother",1,1,0,"no","no","no","yes","yes","no",3,5,5,2,5,4,8,14,14,15,14.2967733728887,1,1,225,14.3918984600984,0.608101539901552,18.4363035574957,-0.436303557495659
"GP","M",16,"R","LE3","T",3,3,"teacher","other","home","yes","yes","father",3,1,0,"no","yes","yes","yes","yes","no",3,3,4,3,5,3,8,9,9,10,"father",3,1,0,"no","yes","no","yes","yes","no",3,3,4,3,5,3,16,10,11,12,10.5221967934519,1,1,226,11.1970758222488,0.80292417775121,8.49664420739866,1.50335579260134
"GP","M",16,"U","GT3","T",0,2,"other","other","other","no","yes","mother",1,1,0,"no","no","yes","no","yes","no",4,3,2,2,4,5,0,13,15,15,"mother",1,1,0,"no","no","no","no","yes","no",4,3,2,2,4,5,0,11,12,11,11.4658409383111,1,1,227,12.262016701532,-1.26201670153201,15.12308377413,-0.123083774129997
"GP","M",16,"U","GT3","T",1,0,"other","other","reputation","yes","yes","mother",2,2,0,"no","yes","yes","yes","yes","yes",4,3,2,1,1,3,2,13,15,16,"mother",2,2,0,"no","yes","no","yes","yes","yes",4,3,2,1,1,3,0,16,17,18,16.1840616626071,1,1,228,17.5867210979481,0.413278902051893,15.12308377413,0.876916225870003
"GP","M",16,"U","GT3","T",1,2,"services","services","other","yes","yes","mother",1,1,0,"no","yes","yes","yes","yes","yes",3,3,3,1,2,3,2,11,12,11,"mother",1,1,0,"no","yes","no","yes","yes","yes",3,3,3,1,2,3,0,10,9,11,10.5221967934519,1,1,229,9.06719406368235,1.93280593631765,11.8098639907643,-0.809863990764329
"GP","M",16,"U","GT3","T",2,1,"other","other","course","yes","yes","mother",3,1,0,"no","no","no","no","yes","no",4,3,3,1,1,4,6,18,18,18,"mother",3,1,0,"no","no","no","no","yes","no",4,3,3,1,1,4,7,15,16,16,15.2404175177479,1,1,230,16.5217802186649,-0.521780218664887,18.4363035574957,-0.436303557495659
"GP","M",16,"U","GT3","T",2,2,"other","other","course","yes","yes","father",1,2,0,"no","no","no","no","no","no",4,3,5,2,4,4,4,10,10,10,"father",1,2,0,"no","no","no","no","no","no",4,3,5,2,4,4,0,9,10,11,9.57855264859274,1,1,231,10.1321349429656,0.867865057034429,9.60105080185389,0.398949198146115
"GP","M",16,"U","GT3","T",2,2,"services","other","reputation","no","yes","father",2,2,1,"no","no","yes","yes","yes","no",4,4,2,1,1,3,12,11,10,10,"father",2,2,0,"no","no","no","yes","yes","no",4,4,2,1,1,3,6,12,10,11,12.4094850831703,1,1,232,10.1321349429656,0.867865057034429,9.60105080185389,0.398949198146115
"GP","M",16,"U","GT3","T",2,3,"other","other","home","yes","yes","father",2,1,0,"no","no","no","no","yes","no",5,3,3,1,1,3,0,13,14,14,"father",2,1,0,"no","no","no","no","yes","no",5,3,3,1,1,3,0,13,12,12,13.3531292280295,1,1,233,12.262016701532,-0.262016701532009,14.0186771796748,-0.0186771796747731
"GP","M",16,"U","GT3","T",3,1,"other","other","reputation","yes","no","mother",1,1,0,"no","no","no","yes","yes","no",5,3,2,2,2,5,2,12,12,14,"mother",1,1,0,"no","no","no","yes","yes","no",5,3,2,2,2,5,0,13,13,14,13.3531292280295,1,1,234,13.3269575808152,0.673042419184771,11.8098639907643,2.19013600923567
"GP","M",16,"U","GT3","T",3,1,"other","other","reputation","yes","yes","father",2,4,0,"no","yes","yes","no","yes","no",4,3,2,1,1,5,0,13,15,15,"father",2,4,0,"no","yes","no","no","yes","no",4,3,2,1,1,5,2,13,11,11,13.3531292280295,1,1,235,11.1970758222488,-0.19707582224879,15.12308377413,-0.123083774129997
